date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:02:05	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Jul%202022%2002:02:05%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/robots.txt		(from )
11:02:08	99739/99739	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:05%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/	C:/wunna/innovation/1/rubylearningsite/index-2.html	(from )
11:02:08	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:08%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/xmlrpc.php	C:/wunna/innovation/1/rubylearningsite/xmlrpc.php	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:08	41045/41045	---M--	200	added ('OK')	text/css	etag:%22a055-5a7cb8fa56098%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/css/dist/block-library/style.min.css	C:/wunna/innovation/1/rubylearningsite/wp-includes/css/dist/block-library/style.min.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	1939/1939	---M--	200	added ('OK')	text/css	etag:%22793-5a12e3bc536fd%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/css/dist/block-library/theme.min.css	C:/wunna/innovation/1/rubylearningsite/wp-includes/css/dist/block-library/theme.min.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	763/763	---M--	200	added ('OK')	application/rss+xml	etag:%2281c6ab2b827ac10de8c8243ca3e30cfa%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/comments/feed/	C:/wunna/innovation/1/rubylearningsite/index.php/comments/feed/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	11141/11141	---MC-	200	added ('OK')	application/rss+xml	etag:%2275ac7c16e892d08401545ff922fbc039%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/feed/	C:/wunna/innovation/1/rubylearningsite/index.php/feed/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	7020/7020	---M--	200	added ('OK')	text/css	etag:%221b6c-5a9bfded3c51e%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-codemirror-block/vendor/codemirror/lib/codemirror.min.css	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-codemirror-block/vendor/codemirror/lib/codemirror.min.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	9959/9959	---M--	200	added ('OK')	text/css	etag:%2226e7-5a9bfded4903d%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-codemirror-block/assets/blocks/blocks.style.build.min.css	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-codemirror-block/assets/blocks/blocks.style.build.min.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:10	27519/27519	---M--	200	added ('OK')	text/css	etag:%226b7f-5a12ff6fb0782%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/genericons.css	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/genericons/genericons.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:12	98458/98458	---M--	200	added ('OK')	text/css	etag:%221809a-5a12ff6faf7e2%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/style.css	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/style.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:14	12047/12047	---M--	200	added ('OK')	text/css	etag:%222f0f-5a12ff6faf7e2%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/css/blocks.css	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/css/blocks.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:14	59/59	---M--	200	added ('OK')	text/javascript	etag:%223b-5d6107fb37cbe%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-security-hardening/modules/js/front.js	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-security-hardening/modules/js/front.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:15	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:15%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/xmlrpc.php?rsd	C:/wunna/innovation/1/rubylearningsite/xmlrpc0db0.php	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:15	10056/10056	---M--	200	added ('OK')	text/javascript	etag:%222748-5a12e3bc4b9fd%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/js/jquery/jquery-migrate.min.js	C:/wunna/innovation/1/rubylearningsite/wp-includes/js/jquery/jquery-migrate.min.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:15	96/96	---M--	401	error ('Unauthorized')	application/json	date:Fri,%2008%20Jul%202022%2002:02:15%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/wp-json/	C:/wunna/innovation/1/rubylearningsite/index.php/wp-json/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:15	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22415-5a12e3bc565dd%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/wlwmanifest.xml	C:/wunna/innovation/1/rubylearningsite/wp-includes/wlwmanifest.xml	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:17	213841/213841	---M--	200	added ('OK')	text/css	etag:%2234351-5d6107fb38c5e%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-security-hardening/modules/inc/assets/css/tw-bs4.css	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-security-hardening/modules/inc/assets/css/tw-bs4.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:18	20766/20766	---M--	200	added ('OK')	text/css	etag:%22511e-5d6107fb38c5e%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-security-hardening/modules/inc/fa/css/font-awesome.min.css	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-security-hardening/modules/inc/fa/css/font-awesome.min.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:24	38725/38725	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:18%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/07/introduction-2/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/07/introduction-2/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:25	145/145	---M--	200	added ('OK')	text/css	etag:%2291-5d6107fb39bfe%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-security-hardening/modules/css/front.css	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-security-hardening/modules/css/front.css	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:29	97222/97222	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:17%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:29	47059/47059	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:25%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/variable/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/variable/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:29	125029/125029	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:16%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/my/	C:/wunna/innovation/1/rubylearningsite/index.php/my/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:30	39659/39659	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:29%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/08/local-variable/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/08/local-variable/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:31	3578/3578	---M--	200	added ('OK')	text/javascript	etag:%22dfa-5a9bfded4903d%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-codemirror-block/assets/js/autoLoadAssets.min.js	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-codemirror-block/assets/js/autoLoadAssets.min.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:33	39555/39555	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:31%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/08/constant-variable/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/08/constant-variable/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:33	5716/5716	---M--	200	added ('OK')	text/javascript	etag:%221654-5a9bfded4903d%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-codemirror-block/assets/js/init.min.js	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-codemirror-block/assets/js/init.min.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:33	727/727	---M--	200	added ('OK')	text/javascript	etag:%222d7-5a12ff6faf7e2%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/js/skip-link-focus-fix.js	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/js/skip-link-focus-fix.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:35	5915/5915	---M--	200	added ('OK')	text/javascript	etag:%22171b-5a12ff6faf7e2%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/js/functions.js	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/js/functions.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:35	39404/39404	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:33%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/08/global-variable/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/08/global-variable/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:35	1391/1391	---M--	200	added ('OK')	text/javascript	etag:%2256f-5e0ec0d39a634%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/js/wp-embed.min.js	C:/wunna/innovation/1/rubylearningsite/wp-includes/js/wp-embed.min.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:39	39013/39013	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:35%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/08/block-variable/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/08/block-variable/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:40	57977/57977	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:35%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/string/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/string/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:43	96873/96873	---M--	200	added ('OK')	text/javascript	etag:%2217a69-5a12e3bc4b9fd%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-includes/js/jquery/jquery.js	C:/wunna/innovation/1/rubylearningsite/wp-includes/js/jquery/jquery.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:44	38749/38749	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:39%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/09/string-definition/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/09/string-definition/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:44	38700/38700	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:40%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/09/string-format/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/09/string-format/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:50	41025/41025	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:43%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/09/string-single-dobule-qoute/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/09/string-single-dobule-qoute/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:50	38921/38921	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:44%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/10/string-interpolation/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/10/string-interpolation/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:51	39001/39001	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:45%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/10/string-compare/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/10/string-compare/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:54	39329/39329	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:50%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/27/change-to-string/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/27/change-to-string/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:55	42135/42135	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:50%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/13/heredoc/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/13/heredoc/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:02:56	49364/49364	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:51%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/number/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/number/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:00	44304/44304	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:55%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/27/num-operator/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/27/num-operator/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:00	39448/39448	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:56%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/28/numdiv-checkpoint/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/28/numdiv-checkpoint/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:00	40121/40121	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:02:56%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/28/change-to-num/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/28/change-to-num/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:04	38827/38827	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:00%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/28/boolean/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/28/boolean/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:04	51356/51356	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:00%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/conditional-branch/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/conditional-branch/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:04	22576/22576	---M--	200	added ('OK')	text/html	etag:%225830-5a12ff6fb0782%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/Genericons.ttf	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/genericons/Genericons.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/genericons.css)
11:03:05	78913/78913	---M--	200	added ('OK')	image/svg+xml	etag:%2213441-5a12ff6fb0782%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/Genericons.svg	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/genericons/Genericons.svg	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/genericons.css)
11:03:07	22760/22760	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2258e8-5a12ff6fb0782%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/Genericons.eot	C:/wunna/innovation/1/rubylearningsite/wp-content/themes/twentyfifteen/genericons/Genericons.eot	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/themes/twentyfifteen/genericons/genericons.css)
11:03:09	180179/180179	---M--	200	added ('OK')	text/javascript	etag:%222bfd3-5a9bfded3c51e%22	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/wp-content/plugins/wp-codemirror-block/vendor/codemirror/lib/codemirror.min.js	C:/wunna/innovation/1/rubylearningsite/wp-content/plugins/wp-codemirror-block/vendor/codemirror/lib/codemirror.min.js	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:09	39770/39770	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:04%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/28/if-statement/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/28/if-statement/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:12	39673/39673	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:06%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/30/unless/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/30/unless/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:14	39859/39859	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:07%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/30/case/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/30/case/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:15	39515/39515	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:09%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/30/ternary-operator/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/07/30/ternary-operator/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:17	48854/48854	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:10%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/ruby-basic-knowledge/method/	C:/wunna/innovation/1/rubylearningsite/index.php/category/ruby-basic-knowledge/method/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:18	44532/44532	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:12%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/08/03/method/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/08/03/method/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:19	39583/39583	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:14%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/08/06/method-end-in/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/08/06/method-end-in/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:20	39386/39386	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:15%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/08/06/method-eql/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/08/06/method-eql/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:23	66799/66799	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:17%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/array/	C:/wunna/innovation/1/rubylearningsite/index.php/category/array/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:25	53537/53537	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:19%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/08/06/array/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/08/06/array/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:25	46311/46311	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:19%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/09/03/looping/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/09/03/looping/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:27	41254/41254	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:21%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/09/03/range/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/09/03/range/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:28	96/96	---M--	401	error ('Unauthorized')	application/json	date:Fri,%2008%20Jul%202022%2002:03:27%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com%2Findex.php%2F2020%2F07%2F07%2Fintroduction-2%2F	C:/wunna/innovation/1/rubylearningsite/index.php/wp-json/oembed/1.0/embed.19247b.delayed	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/07/introduction-2/)
11:03:29	42944/42944	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:24%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/hash/	C:/wunna/innovation/1/rubylearningsite/index.php/category/hash/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:30	43376/43376	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:25%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/category/symbol/	C:/wunna/innovation/1/rubylearningsite/index.php/category/symbol/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:30	45155/45155	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:25%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/09/30/hash/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/09/30/hash/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:31	155/155	---M--	401	error ('Unauthorized')	text/xml	date:Fri,%2008%20Jul%202022%2002:03:30%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com%2Findex.php%2F2020%2F07%2F07%2Fintroduction-2%2F&format=xml	C:/wunna/innovation/1/rubylearningsite/index.php/wp-json/oembed/1.0/embed.1a7a60.delayed	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/07/07/introduction-2/)
11:03:34	40757/40757	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:29%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/11/27/symbol-define/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/11/27/symbol-define/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
11:03:35	41176/41176	---MC-	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2002:03:29%20GMT	http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/index.php/2020/11/27/symbol-feature/	C:/wunna/innovation/1/rubylearningsite/index.php/2020/11/27/symbol-feature/index.html	(from http://ec2-52-199-252-147.ap-northeast-1.compute.amazonaws.com/)
